Nome,Salario,Nascimento,Cargo,Ano
TIAGO GONÇALVES DONADONI,16134.0,1951-04-24,Director,1951.0
KALLEBE RISSON EUZEBIO,16346.0,1995-09-07,Diretor,1995.0
GABRIEL WILSTONY DE SOUZA MENDES,7348.900000000001,1989-09-18,Coordenador,1989.0
PEDRO AUGUSTO NERY SILVA,7201.2,1952-05-27,Analista,1952.0
LETICIA SILVINO DA SILVA,10772.0,1980-04-22,Diretor,1980.0
SAMUEL MATOS LIMA DA CUNHA,5364.8,1996-09-28,Estagiário,1996.0
CARLOS SEGURASSE GONÇALVES,5063.200000000001,1989-09-02,Estagiário,1989.0
RAFAEL SEGURASSE GONÇALVES,5324.55,1951-11-26,Auxiliar,1951.0
GABRIEL Araujo Kuhn,2091.7000000000003,1957-12-21,Coordenador,1957.0
MATEUS CASTILHO CARDOSO,1321.2,2025-00-00,Analista,
GABRIEL IVAIR DE ASSIS SETTA,2954.0,1966-10-07,Diretor,1966.0
GUILHERME ANTÔNIO DE SOUZA NETO,1884.0,1979-09-12,Estagiário,1979.0
CARLOS WILSTONY DE SOUZA MENDES,3680.4,1986-05-28,Analista,1986.0
JOÃO PICANÇO SANTOS FERREIRA SILVA,9546.0,1996-11-21,Gerente,1996.0
TIAGO VITOR FAÇANHA NEVES,7172.4,1953-10-12,Analista,1953.0
SAMUEL IVAIR DE ASSIS SETTA,5536.5,,Gerente,
SAMUEL HENRIQUE CAÇADOR,4528.0,1978-06-27,Estagiário,1978.0
RAFAEL MATOS LIMA DA CUNHA,-1830.4,1969-03-01,Coordenador,1969.0
FELIPE SEGURASSE GONÇALVES,8643.7,1981-04-22,Coordenador,1981.0
RAFAEL FELIPE DE SOUZA,,1969-08-02,Diretor,1969.0
MATEUS WERNECK ELIZEU,10048.8,1995-09-08,Analista,1995.0
ARTHUR CASTILHO CARDOSO,2602.9196440789033,1986-04-11,Desenvolvedor,1986.0
SAMUEL SANTOS DA SILVA,5034.75,1997-06-06,Auxiliar,1997.0
BLENDOW QUEIROZ DE AGUIAR,7681.5,1979-07-17,Gerent,1979.0
MATEUS DA SILVA BIANQUINI,9542.4,1983-06-26,Analista,1983.0
JOÃO VITOR FAÇANHA NEVES,1532.3999999999999,1985-05-21,Analista,1985.0
MIGUEL WERNECK ELIZEU,1326.4,1987-07-27,Estagiário,1987.0
CARLOS DA CUNHA TEIXEIRA,5632.2,1964-07-16,Auxiliar,1964.0
THIAGO DA SILVA BIANQUINI,,1952-04-02,Diretor,1952.0
Breno DA SILVA BIANQUINI,4574.4,1953-02-05,Analista,1953.0
MIGUEL GONÇALVES DONADONI,5280.0,1962-11-20,Estagiário,1962.0
VICTOR AUGUSTO DE SOUSA FERRARI,6640.400000000001,1991-05-14,Coordenador,1991.0
PAULO DA CUNHA TEIXEIRA,7498.400000000001,1953-06-12,Coordenador,1953.0
LUCAS BRENO PRADO SILVA,16156.0,1974-09-06,Diretor,1974.0
MARCO RIBAS DE MOURA,9166.8,1950-01-01,Analista,1950.0
VICTOR CARDOSO DINIZ,8076.0,1985-08-07,Analista,1985.0
YURI SILVA RAMOS,11554.8,1973-06-25,Analista,1973.0
THIAGO AUGUSTO DE SOUSA FERRARI,6794.4,1997-12-06,Analista,1997.0
PAULO SEGURASSE GONÇALVES,9355.199999999999,1993-11-24,Analista,1993.0
HIAN QUEIROZ DE AGUIAR,9456.0,1958-02-23,Analista,1958.0
JOÃO FELIPE DE SOUZA,9688.9,1989-08-25,Coordenador,1989.0
LETICIA FELIPE DE SOUZA,14920.5,1954-11-19,Gerente,1954.0
YURI RIBEIRO AMORIM,9644.800000000001,1988-10-27,Desenvolvedor,1988.0
CARLOS BRENO PRADO SILVA,11962.8,1959-02-15,Analista,1959.0
MIGUEL DA SILVA BIANQUINI,9483.5,1994-10-12,Coordenador,1994.0
PEDRO ANTÔNIO DE SOUZA NETO,9189.6,1984-03-01,Auxiliar,1984.0
KALLEBE RISSON EUZEBIO,1194.5066056881421,1998-04-07,Desenvolvedor,1998.0
MARCO MATHEUS DA SILVA,1015.2,1989-08-27,Estagiário,1989.0
MATEUS PICANÇO SANTOS FERREIRA SILVA,3296.7000000000003,2025-00-00,Desenvolvedor,
VICTOR RISSON EUZEBIO,3357.9,1990-06-18,Coordenador,1990.0
GABRIEL PICANÇO SANTOS FERREIRA SILVA,3621.2000000000003,1977-10-14,Desenvolvedor,1977.0
GABRIEL VITOR FAÇANHA NEVES,6880.0,1952-03-28,Estagiário,1952.0
RÔMULO STANZANI DE JESUS,16628.0,1956-08-16,Diretor,1956.0
ARTHUR STANZANI DE JESUS,9452.300000000001,1958-06-04,Desenvolvedor,1958.0
MICAEL CASTILHO CARDOSO,4349.400000000001,1965-04-15,Desenvolvedor,1965.0
GABRIEL PAULO ALVES ALVIM,6279.0,1950-05-25,Auxiliar,1950.0
LETICIA PAULO ALVES ALVIM,369.5848346786223,1990-02-10,Gerente,1990.0
PAULO SILVINO DA SILVA,5539.8,1996-06-15,Auxiliar,1996.0
JOÃO MATHEUS DA SILVA,1478.4,1966-05-04,Auxiliar,1966.0
GABRIEL FELIPE DE SOUZA,5077.6,1992-12-23,Estagiário,1992.0
SAMUEL WILSTONY DE SOUZA MENDES,8375.9,1983-02-09,Coordenador,1983.0
GABRIEL GONÇALVES DOS SANTOS,7118.1,1992-07-18,Desenvolvedor,1992.0
MIGUEL BRENO PRADO SILVA,4726.8,1962-06-05,Analista,1962.0
Breno CARDOSO DINIZ,1549.9,1953-05-12,Desenvolvedor,1953.0
SAMUEL STANZANI DE JESUS,13360.0,1981-07-23,Diretor,1981.0
FELIPE ASSIS NOGUEIRA SILVA,17184.0,1982-02-08,Diretor,1982.0
GUILHERME CARDOSO DINIZ,13965.0,1989-02-26,Gerente,1989.0
HENRICO VICTOR ALVES,571.1876781587766,1984-08-12,Coordenador,1984.0
LUCAS MATOS LIMA DA CUNHA,4381.0,1965-03-20,Coordenador,1965.0
GABRIEL LACERDA PORTUGAL DA SILVA,2412.9,1966-04-03,Auxiliar,1966.0
PEDRO VICTOR ALVES,7504.5,1983-07-13,Gerente,1983.0
SAMUEL MATHEUS DA SILVA,3471.2000000000003,1988-05-07,Estagiário,1988.0
VICTOR DA CUNHA TEIXEIRA,9807.6,1966-08-19,Analista,1966.0
CARLOS MUZY FERNANDES,6653.6,1997-03-28,Estagiário,1997.0
THIAGO JOSÉ SILVA MATIAS,4467.2,1992-03-12,Estagiário,1992.0
SAMUEL HENRIQUE CAÇADOR,4490.200000000001,1978-06-19,Desenvolvedor,1978.0
GABRIEL CASTILHO CARDOSO,4784.85,1950-10-01,Auxiliar,1950.0
THIAGO RIBAS DE MOURA,8876.7,1985-02-21,Auxiliar,1985.0
GUILHERME MATHEUS DA SILVA,6476.0,1992-12-03,Diretor,1992.0
JOÃO FELIPE DE SOUZA,6540.0,1992-08-23,Diretor,1992.0
BLENDOW SANTOS DA SILVA,10166.1,1973-13-32,Auxiliar,
THIAGO ASSIS NOGUEIRA SILVA,3199.9,1991-11-01,Desenvolvedor,1991.0
JOÃO MALAQUIAS DE SOUZA OLIVEIRA,4402.200000000001,1986-02-22,Desenvolvedor,1986.0
GABRIEL MALAQUIAS DE SOUZA OLIVEIRA,6030.0,1989-10-16,Gerente,1989.0
HENRICO PAULO ALVES ALVIM,9445.199999999999,1986-06-18,Analista,1986.0
GABRIEL VIEIRA DEMARQUE,1496.3,1972-05-09,Coordenador,1972.0
MATEUS Araujo Kuhn,10048.8,1994-10-19,Analista,1994.0
GABRIEL MURATORI DUTRA,1314.0,1956-04-14,Analista,1956.0
RÔMULO PAULO ALVES ALVIM,2187.9,1999-09-21,Coordenador,1999.0
MATHEUS STANZANI DE JESUS,2714.4,1950-08-07,Coordenador,1950.0
GABRIEL QUEIROZ DE AGUIAR,2845.7000000000003,1977-04-10,Coordenador,1977.0
GUILHERME SILVINO DA SILVA,18168.0,1958-01-21,Diretor,1958.0
CARLOS SEGURASSE GONÇALVES,10776.7,1979-05-19,Desenvolvedor,1979.0
THIAGO LACERDA PORTUGAL DA SILVA,2874.0,1967-11-14,Gerente,1967.0
MIGUEL AUGUSTO DE SOUSA FERRARI,7551.0,1990-09-22,Gerente,1990.0
MATHEUS MURATORI DUTRA,9160.8,1952-10-20,Analista,1952.0
YURI HUGO CAZULA PEREIRA,1320.8000000000002,1987-01-05,Estagiário,1987.0
MARCO IVAIR DE ASSIS SETTA,8560.5,1750-06-31,Gerente,
LEVI GONÇALVES DONADONI,8963.5,,Coordenador,
GABRIEL BRENO PRADO SILVA,5401.5,1969-04-18,Gerente,1969.0
KALLEBE WILSTONY DE SOUZA MENDES,1215.5,1996-02-10,Desenvolvedor,1996.0
FELIPE VIEIRA DEMARQUE,4441.5,1971-12-08,Auxiliar,1971.0
PAULO HENRIQUE CAÇADOR,5419.5,1995-06-20,Gerente,1995.0
SAMUEL RISSON EUZEBIO,7296.0,2025-00-00,Diretor,
JOÃO HUGO CAZULA PEREIRA,13224.0,1996-12-06,Diretor,1996.0
MICAEL CARLOS DE SOUZA,11047.214793208825,1966-02-21,Estagiário,1966.0
VICTOR ANTÔNIO DE SOUZA NETO,8668.0,1999-07-11,Diretor,1999.0
TIAGO JOSÉ SILVA MATIAS,18730.0,1976-03-17,Diretor,1976.0
VICTOR MUZY FERNANDES,8158.5,2000-09-10,Auxiliar,2000.0
MATEUS SOUZA RONCETE,1911.8000000000002,2025-00-00,Desenvolvedor,
PEDRO SANTOS DA SILVA,7468.0,1975-07-01,Diretor,1975.0
SAMUEL LACERDA PORTUGAL DA SILVA,7440.0,1951-05-28,Gerente,1951.0
MATHEUS FELIPE DE SOUZA,4112.85,1971-05-25,Auxiliar,1971.0
JOÃO LACERDA PORTUGAL DA SILVA,14344.5,1977-11-20,Gerente,1977.0
MICAEL ASSIS NOGUEIRA SILVA,2934.75,1964-01-19,Auxiliar,1964.0
KALLEBE QUEIROZ DE AGUIAR,10587.5,1963-01-28,Desenvolvedor,1963.0
JOÃO MALAQUIAS DE SOUZA OLIVEIRA,9124.0,1957-09-18,Diretor,1957.0
CARLOS CARLOS DE SOUZA,1437.2193814973086,1974-01-20,Coordenador,1974.0
Breno LACERDA PORTUGAL DA SILVA,6909.1,1961-08-19,Desenvolvedor,1961.0
JOÃO LACERDA PORTUGAL DA SILVA,7778.1,1961-05-20,Desenvolvedor,1961.0
TIAGO ASSIS NOGUEIRA SILVA,7104.3,1976-05-15,Auxiliar,1976.0
RAFAEL VICTOR ALVES,17332.0,1956-02-05,Diretor,1956.0
JOÃO MUZY FERNANDES,7940.1,2000-09-13,,2000.0
SAMUEL PICANÇO SANTOS FERREIRA SILVA,1420.8000000000002,,Estagiário,
JOÃO MUZY FERNANDES,8895.0,1998-04-26,Gerente,1998.0
MARCO SILVINO DA SILVA,12240.800000000001,1982-05-20,Coordenador,1982.0
MATEUS DA SILVA BIANQUINI,5746.5,1960-11-07,Gerente,1960.0
YURI VITOR FAÇANHA NEVES,3254.9,1970-05-28,Desenvolvedor,1970.0
KALLEBE WILSTONY DE SOUZA MENDES,4504.0,1965-02-27,Estagiário,1965.0
GABRIEL HUGO CAZULA PEREIRA,8533.5,1977-08-20,Gerente,1977.0
HENRIQUE HENRIQUE COSTA BARNABE MARAZO,4939.5,1988-09-13,Gerente,1988.0
VICTOR PAULO ALVES ALVIM,7718.4,1960-10-09,Analista,1960.0
MIGUEL SOUZA RONCETE,2396.9,1951-08-10,Desenvolvedor,1951.0
HENRIQUE RIBEIRO AMORIM,5971.900000000001,1998-04-17,Desenolvedor,1998.0
LUCAS IVAIR DE ASSIS SETTA,2253.3,1976-12-13,Auxiliar,1976.0
MATHEUS MALAQUIAS DE SOUZA OLIVEIRA,6496.0,1750-06-31,Diretor,
LEVI ANTÔNIO DE SOUZA NETO,8227.800000000001,1988-06-15,Auxiliar,1988.0
GABRIEL BRENO PRADO SILVA,6463.2,1962-04-15,Analista,1962.0
GUILHERME PAULO ALVES ALVIM,17502.0,1960-02-22,Diretor,1960.0
VICTOR SILVINO DA SILVA,7991.55,1968-08-21,Auxiliar,1968.0
SAMUEL ANTÔNIO DE DECCO OLIVEIRA,2036.6232736550767,1985-12-12,Desenvolvedor,1985.0
PEDRO AUGUSTO NERY SILVA,3700.7999999999997,1989-08-09,Analista,1989.0
GUILHERME RIBEIRO AMORIM,3521.7000000000003,1960-07-07,Coordenador,1960.0
VICTOR JOSÉ SILVA MATIAS,10443.400000000001,1950-06-28,Desenvolvedor,1950.0
PEDRO SOUZA RONCETE,1806.2,1968-05-19,Desenvolvedor,1968.0
YURI Araujo Kuhn,-3588.0,1993-06-06,Coordenador,1993.0
MATHEUS PAULO ALVES ALVIM,3147.2000000000003,1959-12-08,Estagiário,1959.0
MATHEUS CASTILHO CARDOSO,8785.7,1969-04-11,Desenvolvedor,1969.0
GABRIEL RISSON EUZEBIO,5202.75,1956-10-11,Auxiliar,1956.0
MARCO VIEIRA DEMARQUE,5222.8,1951-12-24,Desenvolvedor,1951.0
SAMUEL FELIPE DE SOUZA,7843.200000000001,1965-06-20,Estagiário,1965.0
VICTOR VIEIRA DEMARQUE,6298.0,1977-07-24,Diretor,1977.0
GUILHERME SANTOS DA SILVA,12596.0,1960-10-04,Diretor,1960.0
MIGUEL CARLOS DE SOUZA,4164.8,1986-07-13,Estagiário,1986.0
LUCAS SANTOS DA SILVA,4172.8,1979-10-25,Estagiário,1979.0
JOÃO QUEIROZ DE AGUIAR,6996.150000000001,1972-07-10,Auxiliar,1972.0
GUILHERME AUGUSTO DE SOUSA FERRARI,11241.1,1969-11-01,Coordenador,1969.0
RAFAEL VICTOR ALVES,11755.199999999999,1959-05-13,Analista,1959.0
THIAGO JOSÉ SILVA MATIAS,6231.200000000001,1997-08-13,Estagiário,1997.0
MATEUS WERNECK ELIZEU,6789.900000000001,1964-11-26,Coordenador,1964.0
RÔMULO MURATORI DUTRA,3084.0,1993-03-24,Diretor,1993.0
MICAEL SEGURASSE GONÇALVES,10597.199999999999,1968-02-01,Analista,1968.0
PAULO CARDOSO DINIZ,5036.85,1962-09-10,Auxiliar,1962.0
LEVI VICTOR ALVES,-2136.75,1958-01-14,Auxiliar,1958.0
RAFAEL LACERDA PORTUGAL DA SILVA,5704.5,1960-06-09,Gerente,1960.0
PAULO CARLOS DE SOUZA,28317.647302613932,1966-07-21,Estagiário,1966.0
MICAEL VIEIRA DEMARQUE,3474.4,1988-02-12,Estagiário,1988.0
RÔMULO HENRIQUE CAÇADOR,13179.0,1994-07-12,Gerente,1994.0
VICTOR MATOS LIMA DA CUNHA,9003.0,1978-07-22,Gerente,1978.0
VICTOR STANZANI DE JESUS,2665.9500000000003,1961-05-20,Auxiliar,1961.0
THIAGO GONÇALVES DONADONI,1441.0000000000002,1968-09-15,Desenvolvedor,1968.0
RÔMULO LACERDA PORTUGAL DA SILVA,1754.5000000000002,1956-10-16,Desenvolvedor,1956.0
GABRIEL BRENO PRADO SILVA,6379.5,1954-10-02,Gerente,1954.0
LUCAS PAULO ALVES ALVIM,6012.8,1989-08-10,Estagiário,1989.0
MARCO SOUZA RONCETE,5868.0,1966-11-27,Analista de Sistemas,1966.0
JOÃO ASSIS NOGUEIRA SILVA,1248.45,1953-09-22,Auxilir,1953.0
YURI MALAQUIAS DE SOUZA OLIVEIRA,6917.900000000001,1990-04-13,Desenvolvedor,1990.0
MATEUS RIBEIRO AMORIM,4540.0,1962-03-22,Estagiário,1962.0
RÔMULO LACERDA PORTUGAL DA SILVA,33341.633189549815,1984-08-17,Auxiliar,1984.0
MARCO MALAQUIAS DE SOUZA OLIVEIRA,2637.8,1976-09-07,Desenvolvedor,1976.0
RAFAEL ANTÔNIO DE DECCO OLIVEIRA,5092.5,1961-07-17,Auxiliar,1961.0
GABRIEL CARLOS DE SOUZA,6537.0,1961-01-08,Gerente,1961.0
SAMUEL HUGO CAZULA PEREIRA,7231.35,1954-01-10,Auxiliar,1954.0
Breno ASSIS NOGUEIRA SILVA,2064.4,1981-05-02,Coordenador,1981.0
SAMUEL HENRIQUE COSTA BARNABE MARAZO,3229.6000000000004,1961-04-16,Desenvolvedor,1961.0
GABRIEL DA CUNHA TEIXEIRA,4995.900000000001,1750-06-31,Auxiliar,
HIAN RIBEIRO AMORIM,12282.0,1969-12-11,Diretor,1969.0
SAMUEL DA SILVA BIANQUINI,7282.5,1967-03-06,Gerente,1967.0
MARCO PAULO ALVES ALVIM,2080.0,1999-12-27,Diretor,1999.0
PEDRO SOUZA RONCETE,10942.0,1963-07-13,Diretor,1963.0
MATHEUS MALAQUIAS DE SOUZA OLIVEIRA,10275.1,1966-08-07,Desenvolvedor,1966.0
CARLOS JOSÉ SILVA MATIAS,7434.900000000001,1981-03-10,Desenvolvedor,1981.0
MIGUEL ASSIS NOGUEIRA SILVA,9855.0,1993-06-28,Gerente,1993.0
GABRIEL SANTOS DA SILVA,4869.8,,Coordenador,
GABRIEL RIBAS DE MOURA,4736.55,1968-03-20,Auxiliar,1968.0
SAMUEL ANTÔNIO DE DECCO OLIVEIRA,2790.9,1965-11-04,Auxiliar,1965.0
GABRIEL JOSÉ SILVA MATIAS,8201.7,2000-06-21,Coord,2000.0
MICAEL AUGUSTO NERY SILVA,12567.1,1962-03-11,Coordenador,1962.0
MATHEUS RIBAS DE MOURA,8673.6,1961-03-25,Coordenador,1961.0
JOÃO MATOS LIMA DA CUNHA,-2330.0,1988-06-17,Diretor,1988.0
GABRIEL WERNECK ELIZEU,-8820.0,1967-02-23,Analista,1967.0
MICAEL HENRIQUE CAÇADOR,-4856.8,1994-04-19,Estagiário,1994.0
RÔMULO MATHEUS DA SILVA,4783.2,1959-04-15,Analista,1959.0
FELIPE WILSTONY DE SOUZA MENDES,2408.7000000000003,1988-12-27,Auxiliar,1988.0
MIGUEL WILSTONY DE SOUZA MENDES,2532.6,1957-02-01,Auxiliar,1957.0
FELIPE SILVINO DA SILVA,8237.25,1974-06-21,Auxiliar,1974.0
THIAGO HENRIQUE CAÇADOR,5462.6,1993-08-21,Desenvolvedor,1993.0
RÔMULO DA SILVA BIANQUINI,8379.800000000001,1963-01-07,Coordenador,1963.0
VICTOR FELIPE DE SOUZA,11059.199999999999,1999-12-21,Analista,1999.0
PEDRO MURATORI DUTRA,11927.5,1991-03-14,Coordenador,1991.0
GABRIEL MUZY FERNANDES,11276.2,1992-05-04,Coordenador,1992.0
HIAN PICANÇO SANTOS FERREIRA SILVA,1430.1000000000001,1966-02-08,Auxiliar,1966.0
HENRIQUE CUNHA DE OLIVEIRA,3356.4,1959-03-14,Analista,1959.0
KALLEBE RISSON EUZEBIO,8654.800000000001,2000-02-18,Desenvolvedor,2000.0
LETICIA DA CUNHA TEIXEIRA,10760.4,1980-08-03,Analista,1980.0
LUCAS PAULO ALVES ALVIM,6700.8,1998-12-27,Analista,1998.0
MATEUS STANZANI DE JESUS,2504.1348206296693,1974-07-06,Coordenador,1974.0
KALLEBE RIBAS DE MOURA,8533.35,1980-02-26,Auxiliar,1980.0
MICAEL SEGURASSE GONÇALVES,5444.0,1983-05-03,Diretor,1983.0
MATHEUS VIEIRA DEMARQUE,7379.400000000001,1991-11-07,Auxiliar,1991.0
KALLEBE ANTÔNIO DE SOUZA NETO,5236.0,1972-02-22,Estagiário,1972.0
FELIPE AUGUSTO DE SOUSA FERRARI,6730.5,1995-09-06,Gerente,1995.0
MATEUS PICANÇO SANTOS FERREIRA SILVA,,1970-03-17,Estagiário,1970.0
MATHEUS ANTÔNIO DE SOUZA NETO,4615.2,1958-10-28,Analista,1958.0
CARLOS SILVA RAMOS,9282.0,1973-13-32,Auxiliar,
LETICIA WILSTONY DE SOUZA MENDES,7039.2,1996-11-28,Analista,1996.0
GABRIEL VICTOR ALVES,6982.8,1991-02-01,Analista,1991.0
HIAN PAULO ALVES ALVIM,4197.599999999999,1968-04-06,Analista,1968.0
HENRIQUE Araujo Kuhn,11741.6,,Coordenador,
SAMUEL SILVA RAMOS,7850.0,1957-11-18,Diretor,1957.0
VICTOR DA SILVA BIANQUINI,13777.5,1983-04-23,Gerente,1983.0
HENRICO Araujo Kuhn,17628.0,1987-09-01,Diretor,1987.0
PAULO MUZY FERNANDES,3211.0,2000-05-25,Coordenador,2000.0
SAMUEL VICTOR ALVES,4014.0,1991-10-17,Diretor,1991.0
VICTOR RIBEIRO AMORIM,10752.0,,Analista,
JOÃO RISSON EUZEBIO,4960.0,1996-05-07,Diretor,1996.0
SAMUEL GONÇALVES DONADONI,7046.55,1992-07-04,Auxiliar,1992.0
FELIPE GONÇALVES DONADONI,7225.2,1976-12-26,Analista,1976.0
ARTHUR MURATORI DUTRA,-1852.4,1991-01-23,Desenvolvedor,1991.0
MATHEUS WILSTONY DE SOUZA MENDES,11602.0,1992-02-01,Diretor,1992.0
LUCAS LACERDA PORTUGAL DA SILVA,5811.3,1978-09-08,Programador,1978.0
LUCAS MATOS LIMA DA CUNHA,10731.0,1965-02-18,Gerente,1965.0
Breno ANTÔNIO DE DECCO OLIVEIRA,1784.8000000000002,1965-10-27,Estagiário,1965.0
MATHEUS DA CUNHA TEIXEIRA,12567.0,1956-10-21,Gerente,1956.0
GUILHERME MURATORI DUTRA,9718.8,1976-12-18,Analista,1976.0
RÔMULO VIEIRA DEMARQUE,18006.0,1977-02-09,Diretor,1977.0
JOÃO DA SILVA BIANQUINI,3768.4500000000003,1992-12-13,Auxiliar,1992.0
PEDRO FELIPE DE SOUZA,4741.5,1985-07-02,Gerente,1985.0
SAMUEL PICANÇO SANTOS FERREIRA SILVA,8438.85,1976-10-05,Auxiliar,1976.0
GABRIEL AUGUSTO NERY SILVA,1660.8000000000002,1965-05-09,Estagiário,1965.0
GABRIEL AUGUSTO DE SOUSA FERRARI,4593.6,1993-09-11,Estagiário,1993.0
RAFAEL CUNHA DE OLIVEIRA,1682.2,1963-08-04,Coordenador,1963.0
JOÃO SOUZA RONCETE,6088.0,1964-05-14,Diretor,1964.0
YURI RIBEIRO AMORIM,7506.2,1992-07-21,Coordenador,1992.0
GABRIEL ANTÔNIO DE SOUZA NETO,6770.400000000001,1952-10-01,Auxiliar,1952.0
THIAGO SILVA RAMOS,1664.3000000000002,,Desenvolvedor,
PEDRO Araujo Kuhn,4189.5,1966-05-14,Gerente,1966.0
MATHEUS LACERDA PORTUGAL DA SILVA,10280.550000000001,,Auxiliar,
VICTOR JOSÉ SILVA MATIAS,7557.000000000001,1955-08-13,Desenvolvedor,1955.0
VICTOR FELIPE DE SOUZA,8644.5,1994-03-05,Gerente,1994.0
JOÃO MATHEUS DA SILVA,3591.2000000000003,1971-12-27,Estagiário,1971.0
YURI SOUZA RONCETE,6419.200000000001,1994-01-26,Estagiário,1994.0
Breno DA CUNHA TEIXEIRA,4765.2,1972-07-02,Analista,1972.0
GABRIEL RISSON EUZEBIO,4251.0,1952-07-02,Gerente,1952.0
HIAN BRENO PRADO SILVA,4069.2,1975-02-06,Analista,1975.0
YURI SILVA RAMOS,-6601.2,1994-01-01,Analista,1994.0
JOÃO GONÇALVES DOS SANTOS,5004.8,1987-08-23,Estagiário,1987.0
KALLEBE HENRIQUE CAÇADOR,7692.8,1963-08-21,Estagiário,1963.0
LEVI VITOR FAÇANHA NEVES,8664.0,1950-06-23,Gerente,1950.0
MATEUS MATOS LIMA DA CUNHA,8643.6,1994-11-19,Analista,1994.0
PEDRO FELIPE DE SOUZA,6514.5,1992-11-25,Gerente,1992.0
KALLEBE HENRIQUE CAÇADOR,17462.0,1750-06-31,Diretor,
HENRICO GONÇALVES DOS SANTOS,2782.4,1956-03-13,Estag,1956.0
MIGUEL GONÇALVES DONADONI,9001.300000000001,1990-08-09,Desenvolvedor,1990.0
ARTHUR MURATORI DUTRA,9424.800000000001,1962-05-25,Desenvolvedor,1962.0
VICTOR HENRIQUE CAÇADOR,-10524.0,1978-08-24,Gerente,1978.0
GABRIEL IVAIR DE ASSIS SETTA,-18736.0,1986-06-06,Diretor,1986.0
GABRIEL MATOS LIMA DA CUNHA,8674.0,1956-04-07,Diretor,1956.0
SAMUEL CASTILHO CARDOSO,4811.3,1951-12-02,Coordenador,1951.0
LEVI RISSON EUZEBIO,4887.2,,Estagiário,
HIAN STANZANI DE JESUS,31158.889823306028,2000-11-23,Estagiário,2000.0
GABRIEL HENRIQUE CAÇADOR,10083.7,1986-03-24,Desenvolvedor,1986.0
GABRIEL MATHEUS DA SILVA,10956.0,1993-07-06,Diretor,1993.0
ARTHUR RISSON EUZEBIO,,1956-03-18,Auxiliar,1956.0
LUCAS QUEIROZ DE AGUIAR,8286.0,1953-01-15,Gerente,1953.0
THIAGO AUGUSTO DE SOUSA FERRARI,8467.199999999999,1999-10-21,Analista,1999.0
MICAEL MURATORI DUTRA,9487.5,1959-12-01,Gerente,1959.0
HENRICO CARDOSO DINIZ,6523.650000000001,1952-02-06,Auxiliar,1952.0
FELIPE VIEIRA DEMARQUE,5201.900000000001,1981-07-18,Desenvolvedor,1981.0
MATHEUS SILVINO DA SILVA,13000.0,1962-10-12,Diretor,1962.0
VICTOR PAULO ALVES ALVIM,4703.2,1994-03-17,Estagiário,1994.0
MARCO DA CUNHA TEIXEIRA,17320.0,1987-07-26,Diretor,1987.0
MATHEUS JOSÉ SILVA MATIAS,6274.8,1950-08-15,Auxiliar,1950.0
GABRIEL MUZY FERNANDES,8017.8,1998-08-24,Auxiliar,1998.0
GUILHERME QUEIROZ DE AGUIAR,5860.8,1986-05-14,Desenvolvedor,1986.0
KALLEBE SEGURASSE GONÇALVES,-5008.5,1986-09-27,Auxiliar,1986.0
BLENDOW CARLOS DE SOUZA,1887.9,1973-13-32,Auxiliar,
PAULO CUNHA DE OLIVEIRA,3092.0,1995-12-16,Estagiário,1995.0
GUILHERME SEGURASSE GONÇALVES,7230.0,1970-08-08,Gerente,1970.0
MICAEL AUGUSTO NERY SILVA,3736.8,1963-05-10,Estagiário,1963.0
MATHEUS MURATORI DUTRA,7461.3,1970-11-25,Auxiliar,1970.0
GABRIEL AUGUSTO DE SOUSA FERRARI,7470.1,1973-03-21,Desenvolvedor,1973.0
MATEUS VITOR FAÇANHA NEVES,7452.0,1957-01-06,Analista,1957.0
VICTOR MALAQUIAS DE SOUZA OLIVEIRA,1353.766619387583,1973-05-05,Diretor,1973.0
MATHEUS SOUZA RONCETE,4120.0,1993-11-01,Diretor,1993.0
LUCAS MUZY FERNANDES,2245.1,1969-09-15,Coordenador,1969.0
SAMUEL RIBEIRO AMORIM,7775.200000000001,1996-11-02,Estagiário,1996.0
PAULO ANTÔNIO DE SOUZA NETO,14360.0,1992-09-17,Diretor,1992.0
MIGUEL AUGUSTO NERY SILVA,5224.0,1958-07-06,Estagiário,1958.0
SAMUEL MUZY FERNANDES,8677.199999999999,1952-03-25,Analista,1952.0
VICTOR MURATORI DUTRA,1503.7,1954-01-03,Desenvolvedor,1954.0
FELIPE SANTOS DA SILVA,8461.95,1960-04-04,Auxiliar,1960.0
GABRIEL PAULO ALVES ALVIM,522.5536849990976,1958-01-08,Diretor,1958.0
YURI AUGUSTO DE SOUSA FERRARI,5840.4,1999-09-16,Analista,1999.0
HENRICO HUGO CAZULA PEREIRA,9574.0,1988-08-21,Diretor,1988.0
TIAGO HENRIQUE COSTA BARNABE MARAZO,1488.1887317911862,1965-12-28,Coordenador,1965.0
FELIPE CARLOS DE SOUZA,1744.8000000000002,1956-09-25,Estagiário,1956.0
GABRIEL HENRIQUE CAÇADOR,6949.950000000001,1950-09-16,Auxiliar,1950.0
CARLOS VIEIRA DEMARQUE,7436.000000000001,,Desenvolvedor,
LEVI SANTOS DA SILVA,7446.6,1985-04-04,Auxiliar,1985.0
TIAGO CUNHA DE OLIVEIRA,16466.0,1976-12-10,Diretor,1976.0
